product_uid,material
197202.0,aluminum
197203.0,aluminum
197206.0,lamin
197207.0,cedar plastic/metal/wood
197208.0,stucco
197213.0,other
197214.0,no shelf glass
197219.0,steel wrought iron
197221.0,composit mapl
197226.0,wool & wool blend
197227.0,vitreous china
197228.0,metal
197230.0,carbid
197232.0,steel other
197233.0,wool & wool blend
197235.0,steel other
197236.0,steel
197238.0,metal
197239.0,metal carbid
197241.0,stainless steel
197243.0,thermoplast
197244.0,steel stainless steel
197248.0,acryl
197249.0,plastic
197250.0,steel
197252.0,polypropylen
197253.0,stainless steel
197256.0,pvc
197259.0,cast metal
197266.0,fabric
197270.0,high speed steel
197272.0,plastic plastic plastic
197275.0,plastic
197277.0,metal
197279.0,steel
197280.0,lamin thermofoil
197281.0,steel
197285.0,zinc
197289.0,metal
197290.0,zinc
197291.0,composit hickori
197293.0,"ab plastic, chrome"
197294.0,medium densiti fiberboard (mdf)
197295.0,natur clay
197297.0,rubber
197300.0,wood other wood
197301.0,steel
197302.0,other
197304.0,steel
197305.0,metal
197306.0,steel
197308.0,cast iron
197309.0,plastic metal
197310.0,stainless steel
197312.0,plywood quartz
197314.0,polyethylen
197316.0,synthet
197320.0,brass
197321.0,wire glass
197323.0,vinyl
197324.0,steel
197325.0,metal
197326.0,sandston
197327.0,pet polyest 0
197329.0,aluminum
197330.0,wood
197332.0,oil
197333.0,steel
197335.0,plastic
197337.0,polyurethan
197339.0,stainless steel
197340.0,aluminum vinyl
197345.0,leather
197346.0,steel
197347.0,steel
197348.0,composit
197350.0,composit
197351.0,aluminum
197352.0,vinyl
197356.0,multi-purpos pvc
197357.0,other
197358.0,fabric
197361.0,glass
197369.0,oil
197370.0,polyurethan
197371.0,multi-purpos
197372.0,wood
197375.0,steel
197377.0,copper copper
197378.0,composit cultur marbl
197379.0,zinc
197380.0,other
197382.0,acryl
197383.0,aluminum
197384.0,ab plastic and chrome
197385.0,polyfib
197389.0,plastic
197391.0,steel
197392.0,no shelf glass
197394.0,porcelain
197395.0,wood
197397.0,composit
197399.0,aluminum
197401.0,steel
197402.0,glass
197405.0,wood
197406.0,vitreous china
197407.0,vinyl
197409.0,metal
197412.0,foam
197413.0,ceram
197414.0,wood
197415.0,steel
197417.0,pvc
197419.0,stainless steel
197421.0,multi-purpos carbid
197422.0,galvan steel
197423.0,steel
197428.0,steel
197429.0,leather
197430.0,acryl
197431.0,synthet
197432.0,leather
197433.0,stainless steel
197434.0,glass
197435.0,medium densiti fiberboard (mdf)
197442.0,oil
197443.0,composit
197445.0,metal
197447.0,metal
197448.0,terracotta
197449.0,carbon steel
197450.0,plastic
197451.0,stainless steel
197452.0,steel
197453.0,wood wood
197455.0,steel
197458.0,metal
197459.0,aluminum
197461.0,water
197464.0,aluminum
197465.0,glass
197466.0,acryl
197469.0,vitreous china
197474.0,steel
197475.0,steel
197476.0,vinyl
197481.0,lamin
197488.0,jute
197492.0,100% recycl synthet fiber / latex back 0
197494.0,oil
197496.0,composit
197498.0,oil
197499.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
197501.0,other
197506.0,wool & wool blend
197508.0,foam steel
197510.0,aluminum
197511.0,metal
197512.0,plastic
197514.0,plywood mdf
197515.0,granit diamond
197516.0,steel
197519.0,chrome
197520.0,pvc
197522.0,steel
197525.0,wood
197526.0,steel
197528.0,steel
197529.0,oil
197530.0,steel
197531.0,wood steel
197532.0,polyurethan
197533.0,plastic
197537.0,plastic
197539.0,polyurethan
197541.0,fabric
197543.0,pvc
197544.0,stainless steel
197547.0,composit
197550.0,steel
197552.0,steel
197553.0,aluminum
197554.0,wood
197555.0,wool & wool blend
197556.0,construct of composit board and high durabl pvc lamin
197557.0,steel
197559.0,fiberglass
197560.0,metal
197562.0,aluminum
197564.0,iron
197566.0,steel
197570.0,aluminum
197574.0,glass
197575.0,composit
197578.0,metal
197580.0,fiberglass
197582.0,brass
197585.0,metal
197586.0,steel
197588.0,chrome plate chrome-pl steel cast iron
197589.0,metal
197590.0,multi-surfac
197591.0,zinc
197592.0,resin
197596.0,plastic
197599.0,aluminum
197602.0,steel
197603.0,other
197605.0,metal
197606.0,ceram
197609.0,vitreous china solid wood granit
197610.0,vinyl
197611.0,metal
197612.0,wood other wood
197613.0,plastic
197615.0,acryl
197618.0,steel
197619.0,leather
197622.0,brass
197623.0,metal
197624.0,oil
197625.0,composit
197627.0,solid brass
197628.0,steel
197631.0,pvc
197633.0,galvan steel
197637.0,plastic
197640.0,fireclay
197643.0,quartz
197644.0,metal
197645.0,steel
197647.0,nylon
197648.0,cotton
197649.0,white oak white oak
197652.0,granit
197653.0,wood
197656.0,pvc
197658.0,metal
197661.0,composit
197664.0,cardboard proprietari
197665.0,cpvc chlorin poli vinyl chlorid (cpvc)
197666.0,iron ferrit
197667.0,plywood birch
197671.0,metal
197672.0,engin quartz composit stone
197674.0,multi-purpos stainless steel
197677.0,wood
197678.0,medium densiti fiberboard (mdf)
197679.0,copper
197681.0,pvc
197682.0,lamin
197683.0,oil
197684.0,steel plastic
197686.0,no shelf glass
197689.0,vinyl
197690.0,metal
197693.0,metal rod/ resin finial resin
197694.0,plastic
197695.0,no shelf glass
197696.0,oil
197697.0,wire glass
197699.0,carbid
197701.0,polyest
197702.0,stainless steel
197703.0,steel
197705.0,nylon 0
197706.0,steel
197707.0,cast iron
197708.0,plastic
197711.0,engin quartz composit stone
197713.0,aluminum
197714.0,plastic
197717.0,metal
197718.0,fiberglass
197722.0,aluminum
197723.0,ceram
197724.0,steel
197725.0,plastic
197727.0,medium densiti fiberboard (mdf)
197730.0,wood
197738.0,pvc
197740.0,steel
197741.0,glass
197743.0,steel
197745.0,vitreous china
197748.0,plastic
197749.0,polyurethan
197750.0,plastic
197751.0,brass
197753.0,porcelain
197756.0,glass
197758.0,cotton
197759.0,carbid
197761.0,metal/wood rubber wood
197762.0,steel
197764.0,plastic
197766.0,metal
197769.0,plastic
197772.0,brass
197773.0,porcelain
197777.0,vinyl
197779.0,resin
197782.0,ceram
197784.0,cast iron
197785.0,porcelain-co steel
197787.0,polycarbon
197788.0,steel
197790.0,metal
197792.0,plastic
197796.0,engin quartz composit stone
197798.0,wood
197800.0,medium densiti fiberboard (mdf)
197801.0,polypropylen
197802.0,steel
197804.0,metal
197807.0,acryl
197808.0,steel
197809.0,steel
197810.0,acryl
197811.0,quartz
197812.0,steel
197813.0,graffiti
197814.0,porcelain
197816.0,cast metal
197817.0,metal
197818.0,metal
197819.0,polyfib
197820.0,water
197822.0,iron metal
197826.0,foam
197827.0,resin resin
197829.0,solid brass
197830.0,metal
197831.0,steel
197833.0,metal
197835.0,lamin
197836.0,steel
197837.0,aluminum
197838.0,no shelf glass
197839.0,metal
197840.0,oil
197841.0,foam
197843.0,stone
197845.0,copper
197846.0,polyfib
197847.0,fiberglass
197848.0,plastic
197850.0,stainless steel
197851.0,other
197853.0,carbid
197854.0,galvan steel
197855.0,polyurethan
197856.0,stainless steel
197857.0,copper copper
197858.0,oil
197859.0,metal
197863.0,composit
197864.0,brass
197866.0,pine
197868.0,vitreous china plywood solid-surfac materi
197869.0,carbid wood
197873.0,steel
197875.0,steel
197883.0,steel
197885.0,pvc pvc
197888.0,plastic
197889.0,wool & wool blend
197891.0,lamin
197892.0,glass
197893.0,metal
197894.0,rubber
197895.0,water
197897.0,plastic
197901.0,plastic
197907.0,plastic
197908.0,resin
197909.0,wood
197910.0,no shelf glass
197915.0,steel
197916.0,cast metal zinc
197918.0,vitreous china granit
197920.0,plastic
197921.0,steel
197922.0,polyurethan
197923.0,aluminum
197924.0,steel
197925.0,"other cast iron, chrome-pl"
197926.0,plastic
197927.0,composit
197928.0,vitreous china
197929.0,mdf with veneer wood
197931.0,wood
197933.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
197935.0,steel
197941.0,brass
197943.0,aluminum
197945.0,polyfib
197946.0,"lamin laminate, high quality/high densiti fiber board"
197947.0,multi-purpos pvc
197948.0,glass
197949.0,fabric
197951.0,porcelain-co cast iron porcelain
197953.0,steel
197954.0,brass
197957.0,100% pvc 0
197958.0,plastic
197959.0,steel
197960.0,steel
197961.0,cardboard proprietari
197962.0,plastic
197963.0,epoxy/2 part
197964.0,steel
197968.0,steel
197970.0,cardboard proprietari
197971.0,pvc pvc
197972.0,steel
197974.0,metal
197976.0,aluminum
197979.0,wood wood
197980.0,wood
197982.0,aluminum polyest polyest
197983.0,metal
197984.0,steel
197986.0,steel
197989.0,polyfib
197990.0,metal
197993.0,steel glass
197994.0,no handl cordierit
197995.0,glass
197996.0,cotton
197998.0,chrome
198000.0,plastic
198002.0,no handl stainless steel
198003.0,steel and aluminum
198008.0,wood
198009.0,polypropylen
198010.0,brass
198011.0,resin
198012.0,vinyl
198013.0,composit
198014.0,pvc
198015.0,nylon
198016.0,wood
198017.0,pvc
198018.0,polyfib aluminum
198019.0,other
198024.0,aluminum
198027.0,aluminum
198032.0,synthet
198033.0,other wood
198035.0,pex brass
198036.0,metal
198037.0,vinyl
198038.0,plastic
198039.0,solid brass
198040.0,metal
198041.0,steel steel solid-surfac materi steel
198042.0,metal
198043.0,steel metal
198046.0,rubber
198047.0,resin
198049.0,fabric
198050.0,ceram
198051.0,steel
198052.0,rubber
198053.0,brass
198054.0,porcelain
198056.0,water
198057.0,steel
198060.0,plywood high carbon steel
198061.0,galvan steel
198062.0,stainless steel
198064.0,brass brass
198068.0,mapl mapl
198069.0,steel
198070.0,aluminum
198071.0,solid wood
198075.0,steel
198076.0,pvc
198078.0,polystyren
198079.0,plastic metal
198081.0,zinc
198084.0,polypropylen no handl
198085.0,pvc
198086.0,cast iron
198087.0,plastic
198088.0,oil
198089.0,quartz
198091.0,ab plastic
198092.0,steel
198094.0,plastic
198096.0,steel
198099.0,pvc
198101.0,plastic
198103.0,plastic
198104.0,brass
198106.0,foam
198107.0,copper brass
198108.0,zinc metal
198109.0,rubber
198110.0,brass
198111.0,ceram
198112.0,vinyl
198114.0,metal
198115.0,rubber
198117.0,acrylonitril butadien styren (abs)
198122.0,other
198123.0,oil
198124.0,porcelain
198126.0,aluminum aluminum
198127.0,fabric
198129.0,lamin
198130.0,aluminum
198131.0,other
198133.0,glass
198137.0,steel
198140.0,metal
198141.0,metal carbid
198142.0,plastic wood
198143.0,plastic
198147.0,polypropylen
198148.0,oil
198150.0,brass
198151.0,stainless steel
198152.0,other
198153.0,stainless steel
198154.0,metal
198155.0,aluminum
198157.0,multi-purpos brass
198158.0,composit mapl
198159.0,plastic
198160.0,plastic
198161.0,copper
198162.0,vitreous china granit
198163.0,vibrant brush bronz bronz
198165.0,composit
198167.0,metal
198168.0,aluminum
198170.0,metal
198172.0,glass
198173.0,acryl
198174.0,brass
198175.0,aluminum
198177.0,particl board birch
198178.0,pine
198179.0,plastic
198180.0,cast metal
198181.0,steel
198185.0,synthet
198186.0,plastic
198188.0,fiberglass
198189.0,polyest cast aluminum cast aluminum
198190.0,composit composit
198191.0,solid plantat grown pine
198193.0,comfort grip
198195.0,synthet
198196.0,oil
198197.0,carbid
198198.0,steel
198203.0,metal
198204.0,brass
198205.0,iron
198206.0,cast iron
198207.0,wood bimet
198211.0,vitreous china
198212.0,vitreous china
198213.0,metal
198214.0,vinyl
198215.0,stainless steel
198216.0,nylon
198220.0,stainless steel stainless steel
198221.0,cast iron
198222.0,steel
198224.0,granit
198226.0,vinyl
198227.0,stainless steel
198228.0,stainless steel
198229.0,glass
198231.0,nylon 0 synthet
198232.0,aluminum
198234.0,stainless steel
198235.0,cobalt
198236.0,steel
198238.0,metal
198239.0,aluminum
198240.0,metal
198241.0,vinyl
198242.0,steel
198244.0,brass brass
198245.0,oil
198246.0,resin
198247.0,eucalyptus wood
198248.0,metal
198251.0,glass
198253.0,synthet
198254.0,pvc
198256.0,stainless steel wood
198261.0,steel
198262.0,wood
198268.0,brass brass
198270.0,wool & wool blend
198271.0,steel and aluminum
198272.0,zinc
198274.0,polypropylen
198275.0,composit
198277.0,fabric
198279.0,stainless steel
198282.0,neodymium
198283.0,carbid
198285.0,plywood mdf
198286.0,ceram
198288.0,brass brass
198289.0,aluminum
198292.0,copper
198296.0,metal
198297.0,wood
198298.0,brass
198300.0,vinyl
198304.0,fiberboard
198306.0,plastic
198308.0,vitreous china
198309.0,0
198310.0,cpvc copper
198312.0,plastic
198315.0,mdf
198317.0,metal
198318.0,aluminum aluminum
198319.0,steel
198320.0,brass
198323.0,steel
198325.0,polyurethan
198326.0,polyest
198327.0,polyfib
198328.0,composit
198329.0,brass
198330.0,synthet
198333.0,acryl
198334.0,plastic
198335.0,metal
198336.0,fiberglass
198337.0,wood steel
198339.0,acryl
198340.0,metal
198343.0,metal
198345.0,steel
198347.0,resin
198350.0,polystyren wood
198351.0,oil
198352.0,steel
198353.0,steel
198355.0,solid brass
198357.0,wood other wood
198358.0,steel
198360.0,metal steel
198361.0,plastic
198362.0,plastic
198363.0,plastic
198368.0,mdf / composit wood
198370.0,wood
198371.0,composit
198373.0,clear pvc
198374.0,fiberglass
198378.0,iron
198380.0,stainless steel
198381.0,porcelain solid wood marbl
198383.0,stainless steel
198385.0,polyurethan
198387.0,other
198388.0,aluminum
198389.0,polyurethan
198390.0,steel
198391.0,wood
198392.0,acryl
198393.0,urethan
198395.0,vinyl
198398.0,steel steel
198399.0,aluminum
198400.0,ab acrylonitril butadien styren (abs)
198401.0,pvc pvc
198402.0,porcelain
198403.0,metal metal
198404.0,polyest
198405.0,lamin
198407.0,pvc
198409.0,metal
198410.0,vitreous china
198411.0,composit
198412.0,plastic glass
198413.0,other
198415.0,composit
198416.0,aluminum
198417.0,plastic
198418.0,brass brass
198419.0,ceram
198420.0,steel
198421.0,metal
198422.0,stainless steel
198423.0,glass
198426.0,other
198427.0,steel
198429.0,wool & wool blend
198430.0,plastic
198432.0,multi-purpos bimet
198435.0,mahogani solids/ven
198438.0,vinyl
198439.0,steel t-spun polyest fabric
198440.0,die-cast stainless steel
198442.0,aluminum
198446.0,aluminum
198450.0,other other
198451.0,glass
198459.0,wood
198461.0,metal
198464.0,metal
198465.0,stone
198467.0,oak oak
198468.0,steel
198469.0,other
198474.0,pine
198475.0,steel
198476.0,metal
198478.0,plastic
198479.0,polyest polyest
198483.0,fabric
198484.0,metal
198486.0,steel
198491.0,plastic
198492.0,steel
198493.0,synthet
198494.0,carbid
198495.0,thermoplast
198496.0,lamin
198497.0,fiberglass mesh
198500.0,metal
198502.0,metal
198503.0,acryl
198505.0,metal
198506.0,composit
198507.0,fiberglass
198509.0,medium densiti fiberboard (mdf)
198512.0,plastic
198513.0,poplar oak
198515.0,synthet
198516.0,resin
198519.0,pvc
198520.0,metal
198521.0,ceram
198522.0,wool & wool blend
198524.0,stainless steel
198527.0,acrylonitril butadien styren (abs)
198528.0,brass
198529.0,stainless steel
198530.0,steel
198534.0,steel
198536.0,chrome
198537.0,wood
198539.0,wood
198540.0,steel
198541.0,other
198545.0,epoxy/2 part
198546.0,stainless steel stainless steel
198548.0,oil
198549.0,ceram
198552.0,carbid
198553.0,acryl
198554.0,glass
198557.0,steel glass
198560.0,polyfib aluminum
198564.0,aluminum
198565.0,foam
198572.0,steel
198579.0,oil
198581.0,copper
198582.0,metal
198584.0,steel
198585.0,polyethylen
198586.0,acryl
198589.0,metal
198590.0,galvan steel
198592.0,fiberglass
198593.0,plastic
198595.0,metal
198596.0,oil
198599.0,steel
198600.0,copper
198604.0,polyethylen
198606.0,vitreous china plywood quartz
198609.0,polyfib wood solid asian rubberwood other wood
198610.0,plastic
198611.0,steel
198612.0,steel glass
198613.0,plastic
198614.0,acryl
198616.0,solid brass
198617.0,fiberglass
198618.0,copper
198625.0,black malleabl iron iron
198626.0,metal
198629.0,travertin
198630.0,brass
198631.0,galvan steel
198632.0,steel
198633.0,steel
198634.0,steel
198637.0,brass
198638.0,porcelain medium densiti fiberboard (mdf) engin stone composit
198639.0,other steel
198640.0,aluminum
198641.0,glass
198645.0,metal
198646.0,fiberglass
198648.0,glass
198650.0,cardboard proprietari
198651.0,galvan steel metal plastic/met
198652.0,steel
198653.0,steel
198654.0,plastic
198655.0,nickel/chromium
198656.0,vinyl
198662.0,cardboard fiberglass
198663.0,steel
198664.0,galvan steel
198666.0,iron
198671.0,steel
198673.0,acryl
198674.0,polyest
198677.0,metal
198682.0,wood wood
198683.0,"local hardwoods, mdf"
198685.0,oil
198686.0,ceram
198687.0,glass
198688.0,travertin
198689.0,plastic
198690.0,steel
198692.0,plastic nylon metal
198697.0,fiberglass
198698.0,vinyl
198699.0,plastic
198700.0,cast iron
198702.0,fiberglass
198704.0,wood
198705.0,steel
198706.0,oak
198707.0,cotton
198708.0,fiberglass
198710.0,metal
198711.0,plastic
198714.0,zinc coat galvan steel
198715.0,rubber
198718.0,plastic
198719.0,other vinyl
198722.0,steel
198724.0,wood
198728.0,acrylonitril butadien styren (abs)
198729.0,stone
198730.0,steel
198732.0,rubber
198734.0,composit engin quartz composit
198736.0,fiberglass
198737.0,red oak
198738.0,oil
198741.0,acryl plywood porcelain
198744.0,glass
198745.0,steel
198746.0,cotton
198747.0,metal carbid
198753.0,fiberglass vinyl
198754.0,oil
198755.0,thermoplast
198758.0,ceram
198759.0,red oak
198760.0,plastic stainless steel
198763.0,"67% polythylen terephthalate, 21% adhesive, 12% pe film 100"
198765.0,glass
198766.0,fabric
198769.0,faux wood
198770.0,steel
198771.0,synthet
198772.0,stainless steel
198774.0,particl board birch
198775.0,ceram
198781.0,vitreous china solid wood quartz
198783.0,brass
198784.0,acryl
198785.0,steel
198790.0,metal
198791.0,fiberglass
198793.0,rubber
198795.0,jute
198796.0,plastic
198797.0,plastic
198798.0,vinyl
198799.0,steel
198802.0,pvc
198803.0,metal
198804.0,acryl
198808.0,lamin high densiti fiberboard (hdf)
198811.0,particl board cultur marbl
198813.0,steel
198816.0,rubber
198817.0,steel
198821.0,metal
198824.0,black oxid
198826.0,fiberglass
198829.0,acryl
198830.0,steel
198832.0,aluminum aluminum
198833.0,brass
198834.0,faux wood
198836.0,porcelain
198838.0,aluminum
198839.0,modo-acryl synthet
198840.0,composit mdf
198841.0,leather
198843.0,natur stone
198844.0,stainless steel
198845.0,rubber
198847.0,cardboard proprietari
198849.0,metal
198852.0,plastic
198854.0,nylon 0
198856.0,lamin
198858.0,metal
198859.0,cast metal
198862.0,stainless steel solid stainless steel
198863.0,metal
198866.0,hdf (high densiti fiber-board)
198868.0,particl board birch
198870.0,copper brass
198874.0,plastic
198875.0,plastic
198876.0,metal
198877.0,stainless steel
198881.0,aluminum
198883.0,metal high speed steel
198886.0,resin
198887.0,other
198888.0,copper
198892.0,vinyl
198894.0,aluminum
198895.0,brass
198897.0,metal
198900.0,synthet
198901.0,aluminum
198902.0,steel
198906.0,ceram
198908.0,zinc coat galvan steel
198910.0,acrylonitril butadien styren (abs)
198911.0,hard plastic
198914.0,pine
198918.0,plastic
198920.0,synthet
198921.0,metal
198924.0,iron
198926.0,stainless steel
198928.0,composit cultur marbl
198930.0,polyest
198931.0,cardboard synthet
198933.0,steel
198935.0,cast iron
198939.0,mapl
198940.0,metal
198941.0,"wood, metal, vinyl"
198944.0,wood
198945.0,ceram
198946.0,plastic
198947.0,oil
198949.0,copper copper
198951.0,composit
198954.0,cardboard proprietari
198956.0,metal
198957.0,rubber
198958.0,oak oak
198959.0,wire glass
198962.0,acryl
198964.0,stainless steel
198965.0,cloth
198967.0,aluminum
198968.0,glass
198971.0,zinc
198972.0,steel steel
198976.0,steel
198977.0,steel
198978.0,plastic
198979.0,acryl
198981.0,stainless steel
198982.0,high speed steel
198985.0,plastic
198986.0,steel
198987.0,zamak-glass glass
198988.0,plastic
198989.0,composit
198990.0,other
198991.0,plastic
198992.0,steel
198994.0,"plastic, metal"
198996.0,polyest
198997.0,vitreous china solid wood granit
198998.0,porcelain porcelain-enamel cast iron
198999.0,steel
199000.0,oil
199002.0,steel other
199004.0,wood
199005.0,wood
199006.0,galvan steel
199009.0,slate
199011.0,carbid
199012.0,steel
199016.0,concret
199017.0,oak oak
199019.0,metal
199020.0,marbl
199024.0,wool & wool blend
199025.0,wood
199026.0,wood frame: birchwood; upholstery: bicast leather with stainless steel nail head
199027.0,wood
199030.0,other
199032.0,glass
199033.0,stainless steel
199035.0,other
199036.0,steel
199038.0,galvan malleabl iron iron
199039.0,other other
199041.0,synthet
199043.0,pvc
199044.0,redwood
199046.0,comfort grip
199048.0,aluminum
199051.0,aluminum
199052.0,metal
199056.0,pvc
199057.0,metal
199060.0,metal bimet
199061.0,acryl
199062.0,metal
199063.0,metal
199065.0,ceram
199069.0,mapl
199073.0,polyest
199075.0,aluminum
199078.0,steel
199079.0,vinyl
199085.0,aluminum
199086.0,composit
199089.0,steel
199090.0,polyurethan
199091.0,comfort grip
199092.0,ceram
199093.0,plastic
199094.0,lamin
199095.0,aluminum
199098.0,aluminum
199099.0,metal
199100.0,wool & wool blend
199101.0,copper metal
199102.0,aluminum
199104.0,porcelain-co cast iron
199105.0,vitreous china
199106.0,other
199107.0,brass
199109.0,ceram
199111.0,brass
199112.0,multi-purpos bimet
199113.0,plastic
199114.0,oil
199118.0,other
199119.0,stainless steel
199120.0,wood
199121.0,vitreous china medium densiti fiberboard (mdf) granit
199123.0,cotton
199125.0,vitreous china
199127.0,wood
199130.0,glass
199131.0,stainless steel
199133.0,steel
199134.0,porcelain
199136.0,vinyl
199139.0,ceram
199140.0,porcelain solid wood marbl
199141.0,zinc
199142.0,metal
199147.0,steel
199148.0,stainless steel
199152.0,steel
199153.0,tinsel over wire frame
199154.0,metal other
199155.0,other
199156.0,metal
199160.0,rubber
199163.0,glass
199164.0,polyurethan
199165.0,composit composit
199167.0,zinc coat galvan steel
199170.0,copper brass
199171.0,porcelain
199172.0,pvc
199173.0,acryl
199175.0,stainless steel
199178.0,metal
199179.0,vinyl
199180.0,metal
199182.0,metal
199186.0,wood
199189.0,aluminum
199192.0,steel
199193.0,plastic
199196.0,birch
199197.0,solid brass
199198.0,aluminum & copper
199199.0,composit
199201.0,steel
199205.0,aluminum
199207.0,acryl
199209.0,metal
199210.0,pvc
199212.0,brass brass
199217.0,ceram
199220.0,wood
199222.0,composit
199224.0,plastic
199227.0,plastic plastic
199228.0,vinyl
199229.0,other
199230.0,glass
199231.0,porcelain-co cast iron porcelain-co cast iron cast aluminum
199234.0,metal
199236.0,water
199237.0,pvc
199238.0,wire wire
199240.0,polyest
199242.0,plastic
199243.0,metal
199245.0,stainless steel
199246.0,solid brass
199247.0,fiberglass
199248.0,powder-co steel
199249.0,aluminum aluminum
199251.0,brass
199252.0,fiberglass
199253.0,plastic
199254.0,cast iron
199255.0,other other
199262.0,cotton
199263.0,glass
199265.0,stainless steel stainless steel
199266.0,stainless steel
199268.0,fabric
199271.0,other particl board engin stone composit
199272.0,stainless steel
199274.0,tinsel over wire frame
199275.0,vinyl
199280.0,plastic
199282.0,cardboard synthet
199283.0,composit
199285.0,stainless steel
199286.0,other
199289.0,lamin
199291.0,steel glass
199292.0,steel
199296.0,steel
199297.0,asphalt
199298.0,aluminum
199301.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
199302.0,metal and glass
199308.0,brass
199309.0,plastic
199310.0,aluminum
199311.0,acryl
199312.0,cast metal
199313.0,plastic
199318.0,stainless steel
199319.0,metal
199325.0,fabric
199327.0,steel
199332.0,glass
199334.0,fabric
199335.0,composit
199336.0,porcelain
199338.0,stone
199339.0,glass
199340.0,steel
199342.0,aluminum
199347.0,galvan steel
199348.0,water
199349.0,foam
199351.0,carbid
199355.0,steel
199356.0,stainless steel
199357.0,metal
199359.0,vitreous china granit
199360.0,pvc
199361.0,metal
199363.0,metal
199367.0,aluminum
199368.0,wood
199369.0,stainless steel
199370.0,polyethylen
199371.0,plastic
199372.0,multi-purpos bimet
199376.0,vitreous china
199380.0,solid brass
199384.0,metal
199386.0,other
199387.0,carbid cement
199388.0,oil
199390.0,vitreous china plywood quartz
199394.0,chrome metal
199395.0,wood
199397.0,red oak red oak
199399.0,solid brass
199400.0,vitreous china plywood solid-surfac materi
199401.0,synthet
199402.0,rubber
199403.0,brass
199407.0,slate
199408.0,zinc coat galvan steel
199409.0,polycarbon
199412.0,metal
199415.0,hard plastic
199416.0,aluminum/stainless steel
199419.0,composit
199425.0,steel
199429.0,water
199431.0,vitreous china granit
199434.0,comfort grip
199436.0,oil
199437.0,galvan steel
199439.0,vitreous china
199440.0,acryl
199441.0,steel
199444.0,steel
199445.0,metal
199446.0,glass
199449.0,steel
199451.0,water
199452.0,pine
199455.0,steel
199456.0,polyest
199459.0,nylon
199463.0,solid wood
199464.0,galvan steel
199465.0,cotton
199466.0,metal
199467.0,glass
199468.0,polyest
199470.0,copper
199471.0,acryl
199474.0,steel
199475.0,vitreous china
199476.0,resin
199478.0,vinyl
199485.0,steel
199487.0,steel
199488.0,carbid
199489.0,steel
199490.0,multi-purpos high speed steel
199491.0,steel
199493.0,acryl
199495.0,synthet
199496.0,vinyl
199498.0,brass
199502.0,plastic
199504.0,aluminum
199507.0,pvc pvc
199515.0,wire glass
199520.0,pvc
199521.0,composit
199523.0,cast iron
199524.0,oil
199525.0,wool & wool blend
199526.0,ceram
199528.0,vinyl
199529.0,glass
199530.0,steel
199531.0,multi-purpos steel
199533.0,plastic
199538.0,acryl
199540.0,lamin high densiti fiberboard (hdf)
199541.0,vitreous china
199542.0,slate
199543.0,steel
199546.0,polyurethan
199548.0,steel multi-purpos
199549.0,steel
199550.0,ceram
199551.0,steel
199552.0,fabric fabric
199554.0,plastic
199556.0,vinyl
199557.0,plastic
199558.0,comfort grip
199559.0,fiberglass
199560.0,wood
199563.0,steel
199565.0,plastic
199566.0,paper
199567.0,multi-surfac
199570.0,vinyl
199571.0,oil
199574.0,acryl
199578.0,metal
199583.0,bamboo
199584.0,steel
199585.0,steel plastic
199588.0,vinyl
199589.0,pvc pvc
199590.0,stamp steel
199592.0,vinyl
199594.0,steel
199596.0,wood
199599.0,fabric
199600.0,other
199602.0,steel
199603.0,vinyl
199604.0,metal
199605.0,oil
199606.0,high speed steel metal
199610.0,acryl
199611.0,fiberboard
199612.0,particl board
199613.0,brass
199614.0,ceram
199616.0,acryl
199617.0,high speed steel wood
199618.0,oil
199619.0,oil
199620.0,"metal, plastic, glass"
199621.0,stone
199622.0,metal
199623.0,wool & wool blend
199624.0,composit mdf
199625.0,metal
199626.0,plastic
199628.0,steel
199631.0,pvc
199632.0,stainless steel
199633.0,wood
199634.0,metal
199635.0,polyethylen
199637.0,travertin
199639.0,metal
199643.0,plastic
199645.0,pvc
199646.0,polycarbon
199647.0,steel
199648.0,metal
199651.0,other wood
199652.0,stainless steel
199654.0,oil
199656.0,cast metal
199657.0,plastic
199659.0,steel
199660.0,pvc
199661.0,concret
199665.0,nickel/chromium
199667.0,ab plastic
199668.0,composit composit
199670.0,steel
199675.0,oil
199679.0,rubber
199680.0,"steel, wood, glass"
199681.0,steel
199684.0,wool & wool blend
199685.0,plastic nylon metal
199691.0,no shelf glass
199692.0,vitreous china medium densiti fiberboard (mdf) vitreous china
199693.0,synthet
199694.0,synthet
199695.0,synthet
199696.0,other brass
199699.0,steel
199701.0,steel wood
199702.0,steel
199704.0,vitreous china plywood quartz
199705.0,aluminum
199709.0,lamin hdf core board
199710.0,steel
199712.0,copper copper
199713.0,metal
199717.0,pvc
199720.0,steel
199721.0,black malleabl iron iron
199723.0,polyfib
199726.0,no shelf glass
199727.0,nylon
199728.0,glass
199731.0,composit
199733.0,solid brass
199735.0,polyest
199740.0,aluminum polyest polyest
199741.0,metal
199744.0,steel steel
199745.0,other
199747.0,plastic
